iter	Logloss
162	0.007217289111
163	0.007217289111
164	0.007217220989
165	0.007217193534
166	0.007217193534
167	0.007217070987
168	0.007216955698
169	0.007216865572
170	0.007216681747
171	0.00721635198
172	0.00721505407
173	0.007214782347
174	0.007173426861
175	0.007172735154
176	0.00717265988
177	0.007172312115
178	0.007172157726
179	0.007171472187
180	0.007171423797
181	0.007171352517
182	0.007171278918
183	0.00717093836
184	0.007170613433
185	0.007170296967
186	0.006942360633
187	0.006940698852
188	0.006731064816
189	0.006599565004
190	0.006599565004
191	0.006437531504
192	0.006242051666
193	0.006163369426
194	0.005982593472
195	0.005982593472
196	0.005982593472
197	0.005982321708
198	0.005981969488
199	0.005981866942
200	0.005981839673
201	0.005981802936
202	0.005981720525
203	0.005981575724
204	0.005981392923
205	0.005981277969
206	0.005981040566
207	0.005981040566
208	0.005980997282
209	0.005980997282
210	0.005980280568
211	0.005979890549
212	0.005979653365
213	0.005979623878
214	0.005979228108
215	0.005978976136
216	0.005978673337
217	0.005978632457
218	0.005978592301
219	0.005978421084
220	0.005978266033
221	0.005978250428
222	0.005976433648
223	0.005976154672
224	0.005975701433
225	0.005975548452
226	0.005975178141
227	0.00597510873
228	0.005975014704
229	0.005974383086
230	0.005974296298
231	0.005974251966
232	0.005974188668
233	0.005974035195
234	0.005973942723
235	0.005973870963
236	0.00587895624
237	0.005772022268
238	0.00577187381
239	0.005771716224
240	0.005771525652
241	0.005771362817
242	0.00577132059
243	0.005771183813
244	0.005770904678
245	0.005770228324
246	0.005769942526
247	0.005769723886
248	0.005769404267
249	0.005769143725
250	0.005768920184
251	0.005768869836
252	0.00576870937
253	0.005768565473
254	0.005768480287
255	0.005768318901
256	0.005768196648
257	0.005767972396
258	0.005767845205
259	0.005767559921
260	0.0057674657
261	0.005766843008
262	0.005766575055
263	0.005766244133
264	0.005766121815
265	0.005765799085
266	0.005765577262
267	0.005765577262
268	0.00576542291
269	0.005764859156
270	0.005764693839
271	0.005764422833
272	0.005763795801
273	0.005763665464
274	0.005763547661
275	0.00576337725
276	0.005763163087
277	0.005763163087
278	0.0057631114
279	0.0057631114
280	0.005762761955
281	0.005762754194
282	0.005762683013
283	0.005762592654
284	0.005762297692
285	0.005762160159
286	0.005762160159
287	0.005762068115
288	0.005761985125
289	0.00576082937
290	0.00576058174
291	0.005760516908
292	0.005758748678
293	0.005758748678
294	0.005758666265
295	0.005758666265
296	0.005758401253
297	0.005758206664
298	0.005758092326
299	0.005757940362
300	0.005756897347
301	0.005756793919
302	0.005756555743
303	0.005756404479
304	0.005756164194
305	0.005756033246
306	0.00575505333
307	0.005754912525
308	0.005754912525
309	0.005754924483
310	0.005754924483
311	0.005754900768
312	0.005753987961
313	0.005753733747
314	0.005753495512
315	0.005753253401
316	0.00573647433
317	0.005736283492
318	0.005736191435
319	0.00556545965
320	0.005464028025
321	0.00537239045
322	0.005279357806
323	0.005279034699
324	0.005183802695
325	0.005183678336
326	0.005183741393
327	0.005183381052
328	0.005183330835
329	0.005084466867
330	0.005084475609
331	0.005084239347
332	0.005084183787
333	0.005084116312
334	0.005084069888
335	0.005083997265
336	0.004990534262
337	0.004990459075
338	0.004719819193
339	0.004719771156
340	0.004719753912
341	0.004719695599
342	0.00471967044
343	0.004719655806
344	0.004719621178
345	0.004719625138
346	0.00462600517
347	0.004625934887
348	0.004625925759
349	0.004625895144
350	0.004625668513
351	0.004624977006
352	0.004624881532
353	0.004624912649
354	0.004624544779
355	0.004624074514
356	0.004623608198
357	0.004622780764
358	0.004622610351
359	0.004622580403
360	0.004622526169
361	0.004622518125
362	0.004622512861
363	0.004622522678
364	0.004622257437
365	0.004621830125
366	0.004621803399
367	0.004621794339
368	0.004621794339
369	0.0046217868
370	0.004621823699
371	0.004621823699
372	0.004621794483
373	0.004621725399
374	0.004620665499
375	0.004620456952
376	0.004620226771
377	0.004620256574
378	0.004559814114
379	0.004559816816
380	0.004559729746
381	0.004559724676
382	0.00455969527
383	0.004559586981
384	0.004559560008
385	0.004559396215
386	0.004559380383
387	0.004457515796
388	0.004457287452
389	0.00445725581
390	0.004457071647
391	0.00445702239
392	0.00445702239
393	0.004456730011
394	0.004456645605
395	0.004456437919
396	0.004456137531
397	0.004455879448
398	0.004455797712
399	0.004455558692
400	0.0044549727
401	0.004454843051
402	0.004380855028
403	0.004380764795
404	0.004380675324
405	0.004380536526
406	0.004300547313
407	0.004300512186
408	0.004300477843
409	0.004300370988
410	0.004300292995
411	0.004300079603
412	0.004300094167
413	0.004300084319
414	0.004300084319
415	0.004300017283
416	0.004300010452
417	0.004299872877
418	0.004299826022
419	0.004299803712
420	0.00429966146
421	0.004299610192
422	0.004299544406
423	0.004299514265
424	0.004299487401
425	0.004299425487
426	0.004299398383
427	0.004299321002
428	0.004299184657
429	0.004299135002
430	0.004299017221
431	0.004298843139
432	0.004298786955
433	0.00429871053
434	0.004298741375
435	0.004298643106
436	0.004298637718
437	0.004298596082
438	0.004298525246
439	0.004298323663
440	0.00429827618
441	0.004298180196
442	0.004298067605
443	0.004298097288
444	0.004298017787
445	0.0042980172
446	0.004297956109
447	0.004297934375
448	0.004297900156
449	0.004297618405
450	0.004297618405
451	0.004297592998
452	0.004297457511
453	0.004297442379
454	0.00429742717
455	0.004297459941
456	0.004297396986
457	0.004297412376
458	0.004297356049
459	0.00429710841
460	0.004297015933
461	0.004296828627
462	0.004296817405
463	0.004296554349
464	0.004296511638
465	0.004296531107
466	0.004296450912
467	0.004296450912
468	0.004295842914
469	0.004295834107
470	0.004295788633
471	0.004295796908
472	0.004295772463
473	0.004295251587
474	0.004295288645
475	0.004295209335
476	0.004295209335
477	0.004295166796
478	0.004295147016
479	0.004295148753
480	0.004294985534
481	0.004294932551
482	0.004294682791
483	0.004294557855
484	0.004294498493
485	0.004294497253
486	0.004294450294
487	0.004294430015
488	0.004294353772
489	0.004294318565
490	0.004294178857
491	0.004294122142
492	0.004294114556
493	0.004293603445
494	0.004293489479
495	0.004293472912
496	0.004292876897
497	0.004292843146
498	0.00429271663
499	0.004292642622
500	0.004292582533
501	0.004292550253
502	0.004292550297
503	0.004292490495
504	0.004292489642
505	0.004292457551
506	0.004292365037
507	0.0042922926
508	0.004292221494
509	0.004292171515
510	0.004292168441
511	0.004292033746
512	0.004291245952
513	0.004291185391
514	0.004291096642
515	0.004290944239
516	0.004290929888
517	0.004290834166
518	0.004290706554
519	0.004290675226
520	0.004290668194
521	0.004290585976
522	0.004290565044
523	0.004290487896
524	0.004290454497
525	0.004290381144
526	0.004290374929
527	0.004290298954
528	0.004290266422
529	0.004290266483
530	0.004289796007
531	0.004289671706
532	0.004289601099
533	0.004289647499
534	0.004289542159
535	0.004289368853
536	0.004289319862
537	0.004289249945
538	0.004289094836
539	0.004289090572
540	0.004289030172
541	0.004288970897
542	0.004288887988
543	0.004288880159
544	0.004288314511
545	0.004288259185
546	0.004288227135
547	0.004288164758
548	0.004288166307
549	0.004288034209
550	0.004287886698
551	0.004287810603
552	0.004287625326
553	0.004287628841
554	0.004287617334
555	0.004287462575
556	0.004287355781
557	0.004287336727
558	0.004287268845
559	0.004287244998
560	0.004287215461
561	0.004287136601
562	0.004286895023
563	0.004286794637
564	0.004286779342
565	0.004286731647
566	0.004286645586
567	0.004286555289
568	0.004286563699
569	0.004286516618
570	0.004286488522
571	0.004286339949
572	0.004286319176
573	0.004286033765
574	0.004286017234
575	0.004285949755
576	0.004285009837
577	0.004284809624
578	0.004284723474
579	0.004284661038
580	0.004284703085
581	0.004284514993
582	0.004284446263
583	0.004284429362
584	0.004284429512
585	0.004284436023
586	0.004284300317
587	0.004283769218
588	0.004283692133
589	0.004283630518
590	0.004283619379
591	0.004283535565
592	0.00428343917
593	0.004283363142
594	0.004283114811
595	0.004283061257
596	0.004283054137
597	0.004283050699
598	0.004282230315
599	0.004282203727
600	0.00428196532
601	0.004281736502
602	0.00428167466
603	0.004281499564
604	0.004281340371
605	0.004281197486
606	0.004280941802
607	0.004280941802
608	0.004280915136
609	0.004280845036
610	0.004280803491
611	0.004280803344
612	0.004280724906
613	0.004280605882
614	0.004280519793
615	0.004280329643
616	0.004280151305
617	0.004280141078
618	0.004280068312
619	0.004280068312
620	0.004280066296
621	0.00427999083
622	0.00427999011
623	0.004279913771
624	0.004279819494
625	0.00427973655
626	0.00415516346
627	0.004155114223
628	0.004154959617
629	0.004154855705
630	0.004154477025
631	0.004154504929
632	0.004154504929
633	0.00415441048
634	0.004154376963
635	0.004154376963
636	0.004154031714
637	0.004153843999
638	0.004153843999
639	0.004153790351
640	0.004153806082
641	0.004153422331
642	0.004153386289
643	0.004153186441
644	0.004153088474
645	0.004153034946
646	0.004152999757
647	0.004152835333
648	0.004100687664
649	0.003967598223
650	0.003967551587
651	0.003967533183
652	0.003967391942
653	0.003967136787
654	0.003967099401
655	0.003966799602
656	0.003966726474
657	0.003966395419
658	0.003966192455
659	0.003966209366
660	0.003845268494
661	0.003845210241
662	0.003845207556
663	0.003845033804
664	0.003844945613
665	0.003844807947
666	0.003844446687
667	0.003844145129
668	0.003844069095
669	0.00384399339
670	0.003843910252
671	0.003843789429
672	0.003843604297
673	0.003843548775
674	0.003843243007
675	0.003843073819
676	0.003841849217
677	0.003841721087
678	0.003841695179
679	0.003841537616
680	0.003841541665
681	0.003841419678
682	0.003841260584
683	0.003841259558
684	0.00384113262
685	0.003841068754
686	0.003841041607
687	0.003840741957
688	0.003840493231
689	0.00384043193
690	0.003840389413
691	0.003840068415
692	0.003840033187
693	0.003839903905
694	0.003839890393
695	0.003839738458
696	0.003839656715
697	0.003839570621
698	0.003839525182
699	0.003839531287
700	0.003839407775
701	0.003839407775
702	0.003839351471
703	0.003839340217
704	0.003839314841
705	0.003839169558
706	0.00383910155
707	0.003839054682
708	0.003838794872
709	0.003838546202
710	0.003838546202
711	0.003838555197
712	0.003837521646
713	0.003837501632
714	0.003837368397
715	0.003836399956
716	0.003836173819
717	0.003836139036
718	0.003835919779
719	0.003835860745
720	0.003835862632
721	0.003835814811
722	0.003835726626
723	0.003835724441
724	0.003835664512
725	0.00383555593
726	0.003835577435
727	0.003835534914
728	0.00383545904
729	0.00383496587
730	0.003834925411
731	0.003834829468
732	0.003834749474
733	0.00383469478
734	0.003834701294
735	0.003834665772
736	0.003834595961
737	0.003834545845
738	0.003834309609
739	0.003834289179
740	0.003834134079
741	0.003833482778
742	0.003833475298
743	0.003833474494
744	0.003833405092
745	0.00383330275
746	0.003833234097
747	0.003833184479
748	0.003833137607
749	0.003832906481
750	0.003832725203
751	0.003832611872
752	0.003832266845
753	0.003832070316
754	0.003831831324
755	0.00383181674
756	0.003831759971
757	0.003831755765
758	0.003831721769
759	0.003831633575
760	0.003831601269
761	0.003830259746
762	0.003830219146
763	0.003830206046
764	0.003830149699
765	0.003830109671
766	0.003829901092
767	0.003829832766
768	0.003829768288
769	0.003829712495
770	0.003829563531
771	0.003829254464
772	0.003808795385
773	0.003808733805
774	0.0038085813
775	0.003808517485
776	0.003808504998
777	0.003808335851
778	0.003808323805
779	0.003808278924
780	0.003808316749
781	0.003808173887
782	0.003808167136
783	0.00380812637
784	0.003808103297
785	0.003711666802
786	0.003711593157
787	0.00371154443
788	0.003711508349
789	0.003711487383
790	0.003711488135
791	0.003711375081
792	0.003711368722
793	0.003711280638
794	0.003711012331
795	0.003710912939
796	0.00371085246
797	0.00371080891
798	0.003710257134
799	0.003710087934
800	0.003710056642
801	0.003710092612
802	0.003710008344
803	0.003709879058
804	0.003709684763
805	0.003709663495
806	0.003709632244
807	0.00370962947
808	0.003709594424
809	0.003709537095
810	0.003709419622
811	0.003709313413
812	0.003709313413
813	0.003709251466
814	0.003709236852
815	0.003709154809
816	0.003708915767
817	0.003708437287
818	0.003708380101
819	0.00370829231
820	0.003708318386
821	0.0037081053
822	0.003708060154
823	0.00370805155
824	0.003643150167
825	0.003643096246
826	0.003643077539
827	0.003643045871
828	0.003643029739
829	0.00364300687
830	0.003642946158
831	0.003508538809
832	0.003508506895
833	0.003508454405
834	0.003508518176
835	0.003508467286
836	0.003508483233
837	0.003508432832
838	0.003508370086
839	0.00350831487
840	0.003508317318
841	0.003508211572
842	0.003508174405
843	0.003508120571
844	0.003508086142
845	0.003508000905
846	0.003507971314
847	0.003507953415
848	0.003507908911
849	0.003507903404
850	0.003507808586
851	0.003507645257
852	0.003507593158
853	0.003507623634
854	0.003507569075
855	0.003507622986
856	0.003507304665
857	0.003507305813
858	0.003507256251
859	0.003507272832
860	0.003507264316
861	0.003507208466
862	0.003506908489
863	0.003506806978
864	0.003506720518
865	0.003506692609
866	0.003506485244
867	0.003505949721
868	0.003505932589
869	0.00350554686
870	0.00350548558
871	0.003504763625
872	0.003432965776
873	0.003432787673
874	0.00343276847
875	0.003432748622
876	0.003432664598
877	0.003432643846
878	0.003431675108
879	0.003431669436
880	0.003431637664
881	0.003431637664
882	0.003431600665
883	0.003431507686
884	0.003431309258
885	0.003431158587
886	0.003431154272
887	0.003431002464
888	0.003431002464
889	0.003430980336
890	0.003430889367
891	0.003430844515
892	0.003430806334
893	0.003430809229
894	0.003430599818
895	0.003430388234
896	0.003430322344
897	0.003430309752
898	0.003430268497
899	0.00343017972
900	0.00343017972
901	0.003430061269
902	0.00342996098
903	0.00342986139
904	0.003429746118
905	0.003429697358
906	0.003429655926
907	0.003429548729
908	0.003429414936
909	0.003429414936
910	0.003429369947
911	0.003429380473
912	0.003429374252
913	0.0034293649
914	0.0034293649
915	0.00342927527
916	0.003429233104
917	0.003429294431
918	0.003429240817
919	0.003429233512
920	0.003429153223
921	0.003429062596
922	0.003428990415
923	0.003428990415
924	0.003428973545
925	0.003428973545
926	0.003428660234
927	0.003428553815
928	0.003428551591
929	0.003428354399
930	0.003428183628
931	0.00342816697
932	0.003427964156
933	0.003427776636
934	0.003427799819
935	0.003427712977
936	0.003427497895
937	0.003427352032
938	0.003427213115
939	0.003427095648
940	0.00342709196
941	0.003426947169
942	0.003426947169
943	0.003426951976
944	0.003426920363
945	0.003426713483
946	0.003426689078
947	0.003426643821
948	0.003426653938
949	0.003426615277
950	0.003426567505
951	0.003426483593
952	0.003426429778
953	0.003426287093
954	0.00342625739
955	0.003426203756
956	0.003426081926
957	0.003426077518
958	0.003426024807
959	0.003425983735
960	0.003426016557
961	0.003425934517
962	0.003425887333
963	0.003425815291
964	0.003425845294
965	0.003425621007
966	0.003425437027
967	0.003425377353
968	0.003425309776
969	0.003425289734
970	0.003425265865
971	0.003425191107
972	0.00342497756
973	0.003424989435
974	0.003424798884
975	0.003424764147
976	0.00342476074
977	0.003424713961
978	0.003424694613
979	0.003424637084
980	0.003424594208
981	0.003424491708
982	0.003424438226
983	0.003424424008
984	0.003424214074
985	0.003424096679
986	0.003424051304
987	0.003423976112
988	0.003423842401
989	0.003423824043
990	0.003423832718
991	0.003423832718
992	0.003423871496
993	0.003423358447
994	0.00342333821
995	0.003423314846
996	0.003423201164
997	0.003423025718
998	0.003423013556
999	0.003422936113
